epoch,step,loss,val_loss
1463,8783,,0.4357192814350128
1463,8783,0.3911541700363159,
1464,8789,0.3761412501335144,
1465,8795,0.39584288001060486,
1466,8801,0.4010773301124573,
1467,8807,,0.435712605714798
1467,8807,0.3923310339450836,
1468,8813,0.3619830906391144,
1469,8819,0.38435521721839905,
1470,8825,0.380719929933548,
1471,8831,,0.43571215867996216
1471,8831,0.38952842354774475,
1472,8837,0.38456255197525024,
1473,8843,0.3715613782405853,
1474,8849,0.3942638635635376,
1475,8855,,0.4357062578201294
1475,8855,0.4030359089374542,
1476,8861,0.39333605766296387,
1477,8867,0.3709344267845154,
1478,8873,0.3635685443878174,
1479,8879,,0.4357006251811981
1479,8879,0.3930698037147522,
1480,8885,0.38797757029533386,
1481,8891,0.40867090225219727,
1482,8897,0.3932248055934906,
1483,8903,,0.4356923997402191
1483,8903,0.3775891661643982,
1484,8909,0.38559961318969727,
1485,8915,0.38806527853012085,
1486,8921,0.3989998698234558,
1487,8927,,0.43568623065948486
1487,8927,0.3903403878211975,
1488,8933,0.3864855468273163,
1489,8939,0.39070990681648254,
1490,8945,0.39375317096710205,
1491,8951,,0.43568775057792664
1491,8951,0.3849349319934845,
1492,8957,0.3922375738620758,
1493,8963,0.36235177516937256,
1494,8969,0.381651908159256,
1495,8975,,0.4356923997402191
1495,8975,0.39872872829437256,
1496,8981,0.3819775879383087,
1497,8987,0.3829087018966675,
1498,8993,0.3716347813606262,
1499,8999,,0.4356898069381714
1499,8999,0.39152970910072327,
1500,9005,0.39181238412857056,
1501,9011,0.3959423303604126,
1502,9017,0.38218677043914795,
1503,9023,,0.43568843603134155
1503,9023,0.38264361023902893,
1504,9029,0.38203316926956177,
1505,9035,0.3877367377281189,
1506,9041,0.37570324540138245,
1507,9047,,0.43569427728652954
1507,9047,0.3654956817626953,
1508,9053,0.38633230328559875,
1509,9059,0.3834908604621887,
1510,9065,0.39011141657829285,
1511,9071,,0.4356984496116638
1511,9071,0.39653825759887695,
1512,9077,0.3632640838623047,
1513,9083,0.35374268889427185,
1514,9089,0.39424559473991394,
1515,9095,,0.435690313577652
1515,9095,0.37113815546035767,
1516,9101,0.35701435804367065,
1517,9107,0.39455050230026245,
1518,9113,0.36826595664024353,
1519,9119,,0.435674250125885
1519,9119,0.3869639039039612,
1520,9125,0.3833047151565552,
1521,9131,0.40785375237464905,
1522,9137,0.3774033784866333,
1523,9143,,0.43567001819610596
1523,9143,0.39168933033943176,
1524,9149,0.3989444971084595,
1525,9155,0.3701719641685486,
1526,9161,0.3986564874649048,
1527,9167,,0.4356667697429657
1527,9167,0.39008644223213196,
1528,9173,0.37912678718566895,
1529,9179,0.40809109807014465,
1530,9185,0.37859246134757996,
1531,9191,,0.43567126989364624
1531,9191,0.39529526233673096,
1532,9197,0.38547828793525696,
1533,9203,0.39860081672668457,
1534,9209,0.3797382712364197,
